# SPH simulations of collisions between MS stars (Freitag & Benz 2005), computed with an SPH code developed by Willy Benz
# Available on-line at http://www.ast.cam.ac.uk/~freitag/MODEST_WG4/FB_Collision_Data/

# If you use these results, please cite Freitag & Benz 2005
# In case of questions, problems or if you want to report errors, contact Marc Freitag (marc.freitag@gmail.com)

# All quantities are in solar units: R_sun = 7e8 m; M_sun = 2e30 kg; G=1
# The reference frame is the CM frame for the pre-collision stars
# Axis Z is perpendicular to (initial) orbital plane. 
# Initially, the stars have their centres in the XY plane, see the diagram below:
#    
#         ____
#       .'    `.          Geometry of the initial conditions (at infinite separation)
#      /        \         CM reference frame
#  -   |    ==============>
#  |   \        /
#  |    `.____.'        Y ^
#  |         star 1       | 
#  |                      |                    _.-""""-._
#  | Impact               |                  .'          `.
#  | parameter            |                 /              \
#  |                      |---------> X    |                |
#  - - - - - - - - - - - - - - - - - - - - | <======        |
#                                          |                |
#                                           \              /
#                                            `._        _.'
#                                               `-....-' star 2 (more massive)

# Beware: 
#         - simulations are sorted according to their id number, _not_ to any sensible physical quantity
#         - there may be many simulstions with the same initial conditions (corresponding to different 
#           resolutions, for instance), see file ini_cond.txt

# Note: Stars are advanced from infinite separation to 3*(R1+R2) separation on point-mass, 
#       hyperbolic trajectories. The SPH simulation is started at that point (T=0)

# ----------------------------------------------------------------------
# This file contains "raw results" for all collision simulations
# ----------------------------------------------------------------------

# The quantities in this file are the following:

# Coll_id  : Unique id number for the collision (same as in other files)
# Star_id_1, Star_id_2 : Id numbers of stars (see stars.txt)
# Vrel_inf : Relative velocity at infinite separation
# ImpParam : Impact parameter
# Tend     : Total integration time (in physical units)

Coll_id Star_id_1 Star_id_2 Vrel_inf    ImpParam    Tend     
     30        57        57 2.25000e+00 5.00000e-01 6.500e+01
     31        57        57 2.25000e+00 1.00000e-01 4.000e+01
     32        57        57 2.25000e+00 2.00000e-01 4.000e+01
     33        57        57 2.25000e+00 3.00000e-01 4.000e+01
     34        57        57 2.25000e+00 4.00000e-01 4.000e+01
     35        57        57 1.00000e-01 1.00000e+00 4.000e+01
     36        57        57 2.00000e-01 1.00000e+00 4.000e+01
     37        57        57 3.00000e-01 1.00000e+00 4.000e+01
     38        57        57 4.00000e-01 1.00000e+00 4.000e+01
     39        57        57 6.00000e-01 1.00000e+00 4.000e+01
     40        57        57 8.00000e-01 1.00000e+00 4.000e+01
     41        57        57 1.00000e+00 1.00000e+00 4.000e+01
     42        57        57 1.20000e+00 1.00000e+00 4.000e+01
     43        57        57 1.60000e+00 1.00000e+00 4.000e+01
     44        57        57 2.00000e+00 1.00000e+00 4.000e+01
     45        57        57 2.50000e+00 1.00000e+00 4.000e+01
     46        57        57 3.00000e+00 1.00000e+00 4.000e+01
     47        62        62 6.00000e-01 1.00000e+00 4.000e+01
     48        57        57 2.25000e+00 6.00000e-01 4.000e+01
     49        57        57 2.25000e+00 8.00000e-01 6.500e+01
     50        57        57 5.80000e+00 0.00000e+00 2.200e+02
     51        57        57 6.60000e+00 0.00000e+00 9.500e+01
     52        57        57 1.00000e-01 2.00000e+00 4.000e+01
     53        57        57 2.00000e-01 2.00000e+00 4.000e+01
     54        57        57 3.00000e-01 2.00000e+00 4.000e+01
     55        57        57 4.00000e-01 2.00000e+00 4.000e+01
     56        57        57 6.00000e-01 2.00000e+00 4.000e+01
     57        57        57 8.00000e-01 2.00000e+00 2.000e+01
     58        57        57 1.00000e+00 2.00000e+00 4.000e+01
     59        57        57 1.20000e+00 2.00000e+00 4.000e+01
     60        57        57 1.60000e+00 2.00000e+00 4.000e+01
     61        57        57 1.60000e+00 2.00000e+00 4.000e+01
     62        57        57 1.00000e+00 2.00000e+00 4.000e+01
     63        57        57 1.20000e+00 2.00000e+00 4.000e+01
     64        57        57 1.60000e+00 2.00000e+00 2.000e+01
     65        57        57 1.00000e-01 1.00000e-01 4.000e+01
     66        57        57 2.00000e-01 1.00000e-01 4.000e+01
     67        57        57 3.00000e-01 1.00000e-01 4.000e+01
     68        57        57 4.00000e-01 1.00000e-01 4.000e+01
     69        57        57 6.00000e-01 1.00000e-01 4.000e+01
     70        57        57 8.00000e-01 1.00000e-01 4.000e+01
     71        57        57 1.00000e+00 1.00000e-01 2.000e+01
     72        57        57 1.20000e+00 1.00000e-01 2.000e+01
     73        57        57 1.60000e+00 1.00000e-01 2.000e+01
     74        57        57 2.00000e+00 1.00000e-01 2.000e+01
     75        57        57 2.50000e+00 1.00000e-01 2.000e+01
     76        57        57 3.00000e+00 1.00000e-01 2.000e+01
     77        57        57 1.00000e-01 3.00000e-01 4.000e+01
     78        57        57 2.00000e-01 3.00000e-01 4.000e+01
     79        57        57 3.00000e-01 3.00000e-01 4.000e+01
     80        57        57 4.00000e-01 3.00000e-01 4.000e+01
     81        57        57 6.00000e-01 3.00000e-01 4.000e+01
     82        57        57 8.00000e-01 3.00000e-01 4.000e+01
     83        57        57 1.00000e+00 3.00000e-01 4.000e+01
     84        57        57 1.20000e+00 3.00000e-01 4.000e+01
     85        57        57 1.60000e+00 3.00000e-01 4.000e+01
     86        57        57 2.00000e+00 3.00000e-01 4.000e+01
     87        57        57 2.50000e+00 3.00000e-01 4.000e+01
     88        57        57 3.00000e+00 3.00000e-01 8.000e+01
     89        57        57 1.00000e-01 3.00000e+00 4.000e+01
     90        57        57 2.00000e-01 3.00000e+00 4.000e+01
     91        57        57 2.00000e-01 3.00000e+00 4.000e+01
     92        57        57 3.00000e-01 3.00000e+00 4.000e+01
     93        57        57 4.00000e-01 3.00000e+00 4.000e+01
     94        57        57 6.00000e-01 3.00000e+00 4.000e+01
     95        57        57 8.00000e-01 3.00000e+00 4.000e+01
     96        57        57 1.00000e+00 3.00000e+00 4.000e+01
     97        57        57 1.20000e+00 3.00000e+00 4.000e+01
     98        57        57 1.60000e+00 3.00000e+00 4.000e+01
     99        57        57 1.00000e-01 5.00000e+00 4.000e+01
    100        57        57 1.00000e-01 8.00000e+00 4.000e+01
    101        57        57 1.00000e-01 1.20000e+01 4.000e+01
    102        57        57 1.00000e-01 1.80000e+01 4.000e+01
    103        57        57 1.00000e-01 2.60000e+01 4.000e+01
    104        57        57 1.00000e-01 3.20000e+01 4.000e+01
    105        57        57 2.00000e-01 5.00000e+00 4.000e+01
    106        57        57 2.00000e-01 7.00000e+00 4.000e+01
    107        57        57 2.00000e-01 9.00000e+00 4.000e+01
    108        57        57 2.00000e-01 1.20000e+01 4.000e+01
    109        57        57 2.00000e-01 1.50000e+01 4.000e+01
    110        57        57 3.00000e-01 4.00000e+00 8.000e+01
    111        57        57 3.00000e-01 6.00000e+00 4.000e+01
    112        57        57 3.00000e-01 8.00000e+00 8.000e+01
    113        57        57 3.00000e-01 1.00000e+01 4.000e+01
    114        57        57 4.00000e-01 4.00000e+00 4.000e+01
    115        57        57 4.00000e-01 5.00000e+00 4.000e+01
    116        57        57 4.00000e-01 6.00000e+00 4.000e+01
    117        57        57 4.00000e-01 8.00000e+00 4.000e+01
    118        57        57 6.00000e-01 4.00000e+00 4.000e+01
    119        57        57 6.00000e-01 5.00000e+00 4.000e+01
    120        57        57 1.00000e+00 5.00000e-02 4.000e+01
    121        57        57 1.00000e+00 2.00000e-01 4.000e+01
    122        57        57 1.00000e+00 4.00000e+00 4.000e+01
    123        57        57 1.00000e+00 1.50000e+00 4.000e+01
    124        57        57 2.00000e+00 5.00000e-02 4.000e+01
    125        57        57 2.00000e+00 2.00000e-01 4.000e+01
    126        57        57 2.00000e+00 4.00000e-01 4.000e+01
    127        57        57 2.00000e+00 1.50000e+00 4.000e+01
    128        57        57 2.00000e+00 2.00000e+00 4.000e+01
    129        57        57 2.00000e+00 2.50000e+00 4.000e+01
    130        57        57 2.00000e+00 3.00000e+00 4.000e+01
    131        57        57 5.00000e+00 5.00000e-02 1.300e+02
    132        57        57 5.00000e+00 1.00000e-01 1.300e+02
    133        57        57 5.00000e+00 2.00000e-01 1.700e+02
    134        57        57 5.00000e+00 4.00000e-01 4.000e+01
    135        57        57 5.00000e+00 6.00000e-01 4.000e+01
    136        57        57 5.00000e+00 1.00000e+00 4.000e+01
    137        57        57 5.00000e+00 1.50000e+00 4.000e+01
    138        57        57 5.00000e+00 2.00000e+00 4.000e+01
    139        57        57 5.00000e+00 2.50000e+00 4.000e+01
    140        57        57 1.00000e+01 0.00000e+00 1.050e+02
    141        57        57 1.00000e+01 5.00000e-02 9.000e+01
    142        57        57 1.00000e+01 1.00000e-01 9.000e+01
    143        57        57 1.00000e+01 2.00000e-01 4.000e+01
    144        57        57 1.00000e+01 4.00000e-01 4.000e+01
    145        57        57 1.00000e+01 6.00000e-01 4.000e+01
    146        57        57 1.00000e+01 1.00000e+00 4.000e+01
    147        57        57 1.00000e+01 1.50000e+00 4.000e+01
    148        57        57 1.00000e+01 2.00000e+00 4.000e+01
    149        57        57 1.00000e+01 2.50000e+00 4.000e+01
    150        36        36 1.00000e-01 0.00000e+00 4.000e+01
    151        36        36 1.00000e-01 5.00000e-02 4.000e+01
    152        36        36 1.00000e-01 1.00000e-01 4.000e+01
    153        36        36 1.00000e-01 2.00000e-01 4.000e+01
    154        36        36 1.00000e-01 4.00000e-01 4.000e+01
    155        36        36 1.00000e-01 6.00000e-01 4.000e+01
    156        36        36 1.00000e-01 1.00000e+00 4.000e+01
    157        36        36 1.00000e-01 2.00000e+00 4.000e+01
    158        36        36 1.00000e-01 3.00000e+00 4.000e+01
    159        36        36 1.00000e-01 5.00000e+00 4.000e+01
    160        36        36 1.00000e-01 8.00000e+00 4.000e+01
    161        36        36 1.00000e-01 1.20000e+01 4.000e+01
    162        36        36 1.00000e-01 1.80000e+01 4.000e+01
    163        36        36 1.00000e-01 2.20000e+01 4.000e+01
    164        36        36 1.00000e-01 2.60000e+01 4.000e+01
    165        57        36 1.00000e-01 0.00000e+00 4.000e+01
    166        57        36 1.00000e-01 5.00000e-02 4.000e+01
    167        57        36 1.00000e-01 1.00000e-01 4.000e+01
    168        57        36 1.00000e-01 2.00000e-01 4.000e+01
    169        57        36 1.00000e-01 4.00000e-01 4.000e+01
    170        57        36 1.00000e-01 6.00000e-01 4.000e+01
    171        57        36 1.00000e-01 1.00000e+00 4.000e+01
    172        57        36 1.00000e-01 2.00000e+00 4.000e+01
    173        57        36 1.00000e-01 3.00000e+00 4.000e+01
    174        57        36 1.00000e-01 5.00000e+00 4.000e+01
    175        57        36 1.00000e-01 8.00000e+00 4.000e+01
    176        57        36 1.00000e-01 1.20000e+01 4.000e+01
    177        57        36 1.00000e-01 1.80000e+01 4.000e+01
    178        57        36 1.00000e-01 2.20000e+01 4.000e+01
    179        57        36 1.00000e-01 2.60000e+01 4.000e+01
    180        36        36 1.00000e-01 1.40000e+01 8.000e+01
    181        36        36 1.00000e-01 1.60000e+01 8.000e+01
    182        57        36 1.00000e-01 1.40000e+01 4.000e+01
    183        57        36 1.00000e-01 1.60000e+01 4.000e+01
    184        36        36 1.00000e-01 1.40000e+01 6.500e+01
    185        36        36 1.00000e-01 1.60000e+01 4.000e+01
    186        57        57 3.00000e-01 7.00000e+00 4.000e+01
    187        57        57 8.00000e-01 1.50000e+00 4.000e+01
    188        57        57 1.00000e+00 1.75000e+00 4.000e+01
    189        57        57 2.00000e+00 7.50000e-01 4.000e+01
    190        57        57 3.00000e+00 4.00000e-01 4.000e+01
    191        57        57 1.00000e+01 5.00000e-01 4.000e+01
    192        57        36 3.00000e-01 0.00000e+00 4.000e+01
    193        57        36 3.00000e-01 1.00000e-01 4.000e+01
    194        57        36 3.00000e-01 3.00000e-01 4.000e+01
    195        57        36 3.00000e-01 5.00000e-01 4.000e+01
    196        57        36 3.00000e-01 7.00000e-01 4.000e+01
    197        57        36 3.00000e-01 1.00000e+00 4.000e+01
    198        57        36 3.00000e-01 2.00000e+00 4.000e+01
    199        57        36 3.00000e-01 3.00000e+00 4.000e+01
    200        57        36 3.00000e-01 4.00000e+00 4.000e+01
    201        57        36 3.00000e-01 5.00000e+00 4.000e+01
    202        57        36 3.00000e-01 6.00000e+00 4.000e+01
    203        57        36 1.00000e+00 0.00000e+00 4.000e+01
    204        57        36 1.00000e+00 1.00000e-01 4.000e+01
    205        57        36 1.00000e+00 3.00000e-01 4.000e+01
    206        57        36 1.00000e+00 5.00000e-01 4.000e+01
    207        57        36 1.00000e+00 1.00000e+00 4.000e+01
    208        57        36 1.00000e+00 1.50000e+00 4.000e+01
    209        57        36 1.00000e+00 1.75000e+00 4.000e+01
    210        57        57 8.00000e-01 1.50000e+00 4.000e+01
    211        57        57 1.00000e+00 2.25000e-01 4.000e+01
    212        57        57 1.60000e+00 5.00000e-02 4.000e+01
    213        57        57 1.60000e+00 1.50000e+00 4.000e+01
    214        57        57 1.60000e+00 2.50000e+00 4.000e+01
    215        57        57 2.00000e+00 1.50000e-01 4.000e+01
    216        57        57 2.00000e+00 2.50000e-01 4.000e+01
    217        57        57 2.00000e+00 1.50000e-01 4.000e+01
    218        57        57 2.25000e+00 6.00000e-01 4.000e+01
    219        57        57 3.00000e+00 5.00000e-02 4.000e+01
    220        57        57 3.00000e+00 1.50000e-01 4.000e+01
    221        57        57 3.00000e+00 2.50000e-01 9.000e+01
    222        57        57 3.00000e+00 6.00000e-01 6.500e+01
    223        62        62 3.00000e+00 1.00000e-01 5.000e+01
    224        57        57 3.00000e+00 1.00000e-01 5.000e+01
    225        57        57 3.00000e+00 1.10000e-01 7.500e+01
    226        36        36 3.00000e-01 0.00000e+00 4.000e+01
    227        36        36 3.00000e-01 1.00000e-01 4.000e+01
    228        36        36 3.00000e-01 3.00000e-01 4.000e+01
    229        36        36 3.00000e-01 5.00000e-01 4.000e+01
    230        36        36 3.00000e-01 7.50000e-01 4.000e+01
    231        36        36 3.00000e-01 1.00000e+00 4.000e+01
    232        36        36 3.00000e-01 2.00000e+00 4.000e+01
    233        36        36 3.00000e-01 3.00000e+00 4.000e+01
    234        36        36 3.00000e-01 4.00000e+00 4.000e+01
    235        36        36 3.00000e-01 6.00000e+00 4.000e+01
    236        36        36 3.00000e-01 7.00000e+00 4.000e+01
    237        36        36 3.00000e-01 8.00000e+00 4.000e+01
    238        36        36 6.00000e-01 0.00000e+00 4.000e+01
    239        36        36 6.00000e-01 1.00000e-01 4.000e+01
    240        36        36 6.00000e-01 3.00000e-01 4.000e+01
    241        36        36 6.00000e-01 5.00000e-01 4.000e+01
    242        36        36 6.00000e-01 1.00000e+00 4.000e+01
    243        36        36 6.00000e-01 2.00000e+00 4.000e+01
    244        36        36 6.00000e-01 2.00000e+00 4.000e+01
    245        36        36 6.00000e-01 3.00000e+00 4.000e+01
    246        36        36 6.00000e-01 4.00000e+00 4.000e+01
    247        36        36 6.00000e-01 5.00000e+00 4.000e+01
    248        36        36 1.20000e+00 0.00000e+00 4.000e+01
    249        36        36 1.20000e+00 1.00000e-01 4.000e+01
    250        36        36 1.20000e+00 3.00000e-01 4.000e+01
    251        36        36 1.20000e+00 5.00000e-01 4.000e+01
    252        36        36 1.20000e+00 7.50000e-01 4.000e+01
    253        36        36 1.20000e+00 1.00000e+00 4.000e+01
    254        36        36 1.20000e+00 2.00000e+00 4.000e+01
    255        36        36 1.20000e+00 3.00000e+00 4.000e+01
    256        36        36 1.20000e+00 4.00000e+00 4.000e+01
    257        36        36 2.50000e+00 0.00000e+00 4.000e+01
    258        36        36 2.50000e+00 5.00000e-02 4.000e+01
    259        36        36 2.50000e+00 1.00000e-01 4.000e+01
    260        36        36 2.50000e+00 1.50000e-01 4.000e+01
    261        36        36 2.50000e+00 3.00000e-01 1.150e+02
    262        36        36 2.50000e+00 5.00000e-01 8.000e+01
    263        36        36 2.50000e+00 7.50000e-01 4.000e+01
    264        36        36 2.50000e+00 1.00000e+00 4.000e+01
    265        36        36 2.50000e+00 2.00000e+00 4.000e+01
    266        36        36 2.50000e+00 3.00000e+00 4.000e+01
    267        57        57 1.20000e+00 5.00000e-02 4.000e+01
    268        57        57 1.20000e+00 1.50000e-01 4.000e+01
    269        57        57 1.20000e+00 2.50000e-01 4.000e+01
    270        57        57 1.60000e+00 2.00000e-02 4.000e+01
    271        57        57 1.60000e+00 1.50000e-01 4.000e+01
    272        57        57 1.60000e+00 2.50000e-01 4.000e+01
    273        57        57 2.50000e+00 3.00000e-02 4.000e+01
    274        57        57 2.50000e+00 2.00000e-01 6.500e+01
    275        57        57 2.50000e+00 4.00000e-01 9.000e+01
    276        57        57 3.00000e+00 3.50000e-01 8.000e+01
    277        57        57 3.00000e+00 7.00000e-01 4.000e+01
    278        57        57 5.00000e+00 3.00000e-01 1.050e+02
    279        57        57 5.00000e+00 4.50000e-01 4.000e+01
    280        57        57 5.00000e+00 5.00000e-01 4.000e+01
    281        57        57 1.00000e+01 3.00000e-01 4.000e+01
    282        57        57 1.00000e+01 4.50000e-01 4.000e+01
    283        57        57 7.50000e+00 5.00000e-02 9.500e+01
    284        57        57 7.50000e+00 1.50000e-01 1.050e+02
    285        57        57 7.50000e+00 2.00000e-01 9.000e+01
    286        57        57 7.50000e+00 2.50000e-01 4.000e+01
    287        57        57 7.50000e+00 3.00000e-01 4.000e+01
    288        57        57 7.50000e+00 5.00000e-01 4.000e+01
    289        57        57 7.50000e+00 1.00000e+00 4.000e+01
    290        57        57 7.50000e+00 1.50000e+00 4.000e+01
    291        36        36 1.60000e+00 0.00000e+00 2.500e+01
    292        36        36 1.60000e+00 9.24959e-02 2.500e+01
    293        36        36 1.60000e+00 1.84992e-01 2.500e+01
    294        36        36 1.60000e+00 2.77488e-01 2.500e+01
    295        36        36 1.60000e+00 3.39151e-01 2.500e+01
    296        36        36 1.60000e+00 5.54975e-01 2.500e+01
    297        36        36 1.60000e+00 7.70799e-01 2.500e+01
    298        36        36 1.60000e+00 9.86623e-01 2.500e+01
    299        36        36 1.60000e+00 1.13051e+00 2.500e+01
    300        36        36 1.60000e+00 1.43882e+00 2.500e+01
    301        36        36 1.60000e+00 1.74714e+00 2.500e+01
    302        36        36 1.60000e+00 2.05546e+00 2.500e+01
    303        36        36 1.60000e+00 2.26101e+00 2.500e+01
    304        36        36 1.60000e+00 1.96185e+00 2.500e+01
    305        36        36 1.00000e+01 0.00000e+00 2.500e+01
    306        36        36 1.00000e+01 7.10480e-02 2.500e+01
    307        36        36 1.00000e+01 1.42096e-01 2.500e+01
    308        36        36 1.00000e+01 2.13144e-01 2.500e+01
    309        36        36 1.00000e+01 2.60510e-01 2.500e+01
    310        36        36 1.00000e+01 4.26288e-01 2.500e+01
    311        36        36 1.00000e+01 5.92067e-01 2.500e+01
    312        36        36 1.00000e+01 7.57846e-01 2.500e+01
    313        36        36 1.00000e+01 8.68365e-01 2.500e+01
    314        36        36 1.00000e+01 1.10519e+00 2.500e+01
    315        36        36 1.00000e+01 1.34202e+00 2.500e+01
    316        36        36 1.00000e+01 1.57885e+00 2.500e+01
    317        36        36 1.00000e+01 1.73673e+00 2.500e+01
    318        36        36 1.00000e+01 1.44991e+00 2.500e+01
    319        41        41 1.00000e+00 0.00000e+00 5.000e+01
    320        41        41 1.00000e+00 1.35531e-01 2.500e+01
    321        41        41 1.00000e+00 2.71063e-01 2.500e+01
    322        41        41 1.00000e+00 4.06594e-01 2.500e+01
    323        41        41 1.00000e+00 4.96949e-01 2.500e+01
    324        41        41 1.00000e+00 8.13188e-01 2.500e+01
    325        41        41 1.00000e+00 1.12943e+00 2.500e+01
    326        41        41 1.00000e+00 1.44567e+00 2.500e+01
    327        41        41 1.00000e+00 1.65650e+00 2.500e+01
    328        41        41 1.00000e+00 2.10827e+00 2.500e+01
    329        41        41 1.00000e+00 2.56004e+00 2.500e+01
    330        41        41 1.00000e+00 3.01181e+00 2.500e+01
    331        41        41 1.00000e+00 3.31299e+00 2.500e+01
    332        41        41 1.00000e+00 2.93383e+00 2.500e+01
    333        41        36 1.00000e+00 0.00000e+00 2.500e+01
    334        41        36 1.00000e+00 1.27288e-01 2.500e+01
    335        41        36 1.00000e+00 2.54576e-01 2.500e+01
    336        41        36 1.00000e+00 3.81863e-01 2.500e+01
    337        41        36 1.00000e+00 4.66722e-01 2.500e+01
    338        41        36 1.00000e+00 7.63727e-01 2.500e+01
    339        41        36 1.00000e+00 1.06073e+00 2.500e+01
    340        41        36 1.00000e+00 1.35774e+00 5.000e+01
    341        41        36 1.00000e+00 1.55574e+00 2.500e+01
    342        41        36 1.00000e+00 1.98003e+00 2.500e+01
    343        41        36 1.00000e+00 2.40433e+00 2.500e+01
    344        41        36 1.00000e+00 2.82862e+00 2.500e+01
    345        41        36 1.00000e+00 3.11148e+00 2.500e+01
    346        41        36 1.00000e+00 2.75584e+00 2.500e+01
    347        41        41 2.50000e+00 0.00000e+00 2.500e+01
    348        41        41 2.50000e+00 9.16347e-02 2.500e+01
    349        41        41 2.50000e+00 1.83269e-01 2.500e+01
    350        41        41 2.50000e+00 2.74904e-01 2.500e+01
    351        41        41 2.50000e+00 3.35994e-01 5.000e+01
    352        41        41 2.50000e+00 5.49808e-01 7.500e+01
    353        41        41 2.50000e+00 7.63623e-01 2.500e+01
    354        41        41 2.50000e+00 9.77437e-01 2.500e+01
    355        41        41 2.50000e+00 1.11998e+00 2.500e+01
    356        41        41 2.50000e+00 1.42543e+00 2.500e+01
    357        41        41 2.50000e+00 1.73088e+00 2.500e+01
    358        41        41 2.50000e+00 2.03633e+00 2.500e+01
    359        41        41 2.50000e+00 2.23996e+00 2.500e+01
    360        41        41 2.50000e+00 1.90839e+00 2.500e+01
    361        41        41 1.00000e-01 0.00000e+00 2.500e+01
    362        41        41 1.00000e-01 1.09253e+00 2.500e+01
    363        41        41 1.00000e-01 2.18506e+00 2.500e+01
    364        41        41 1.00000e-01 3.27759e+00 2.500e+01
    365        41        41 1.00000e-01 4.00594e+00 2.500e+01
    366        41        41 1.00000e-01 6.55518e+00 2.500e+01
    367        41        41 1.00000e-01 9.10442e+00 2.500e+01
    368        41        41 1.00000e-01 1.16537e+01 2.500e+01
    369        41        41 1.00000e-01 1.33531e+01 2.500e+01
    370        41        41 1.00000e-01 1.69949e+01 2.500e+01
    371        41        41 1.00000e-01 2.06367e+01 2.500e+01
    372        41        41 1.00000e-01 2.42785e+01 2.500e+01
    373        41        41 1.00000e-01 2.67063e+01 2.500e+01
    374        41        41 1.00000e-01 2.43683e+01 2.500e+01
    375        60        60 1.00000e+00 0.00000e+00 4.000e+01
    376        60        60 1.00000e+00 5.00000e-02 4.000e+01
    377        60        60 1.00000e+00 1.00000e-01 4.000e+01
    378        60        60 1.00000e+00 1.50000e-01 4.000e+01
    379        60        60 1.60000e+00 2.00000e+00 4.000e+01
    380        60        60 2.00000e+00 1.00000e-01 4.000e+01
    381        60        60 2.00000e+00 3.00000e-01 4.000e+01
    382        60        60 2.25000e+00 6.00000e-01 4.000e+01
    383        60        60 3.00000e+00 1.00000e-01 9.000e+01
    384        67        67 1.00000e+00 0.00000e+00 2.500e+01
    385        67        67 1.00000e+00 2.16905e-01 2.500e+01
    386        67        67 1.00000e+00 4.33809e-01 2.500e+01
    387        67        67 1.00000e+00 6.50713e-01 2.500e+01
    388        67        67 1.00000e+00 7.95316e-01 2.500e+01
    389        67        67 1.00000e+00 1.30143e+00 2.500e+01
    390        67        67 1.00000e+00 1.80754e+00 5.000e+01
    391        67        67 1.00000e+00 2.31365e+00 2.500e+01
    392        67        67 1.00000e+00 2.65105e+00 2.500e+01
    393        67        67 1.00000e+00 3.37407e+00 2.500e+01
    394        67        67 1.00000e+00 4.09708e+00 2.500e+01
    395        67        67 1.00000e+00 4.82010e+00 2.500e+01
    396        67        67 1.00000e+00 5.30211e+00 2.500e+01
    397        67        67 1.00000e+00 4.66931e+00 2.500e+01
    398        72        72 1.00000e+00 0.00000e+00 2.500e+01
    399        72        72 1.00000e+00 2.75947e-01 2.500e+01
    400        72        72 1.00000e+00 5.51893e-01 2.500e+01
    401        72        72 1.00000e+00 8.27840e-01 2.500e+01
    402        72        72 1.00000e+00 1.01180e+00 2.500e+01
    403        72        72 1.00000e+00 1.65568e+00 2.500e+01
    404        72        72 1.00000e+00 2.29955e+00 2.500e+01
    405        72        72 1.00000e+00 2.94343e+00 2.500e+01
    406        72        72 1.00000e+00 3.37268e+00 2.500e+01
    407        72        72 1.00000e+00 4.29250e+00 2.500e+01
    408        72        72 1.00000e+00 5.21232e+00 2.500e+01
