# SPH simulations of collisions between MS stars (Freitag & Benz 2005), computed with an SPH code developed by Willy Benz
# Available on-line at http://www.ast.cam.ac.uk/~freitag/MODEST_WG4/FB_Collision_Data/

# If you use these results, please cite Freitag & Benz 2005
# In case of questions, problems or if you want to report errors, contact Marc Freitag (marc.freitag@gmail.com)

# All quantities are in solar units: R_sun = 7e8 m; M_sun = 2e30 kg; G=1
# The reference frame is the CM frame for the pre-collision stars
# Axis Z is perpendicular to (initial) orbital plane. 
# Initially, the stars have their centres in the XY plane, see the diagram below:
#    
#         ____
#       .'    `.          Geometry of the initial conditions (at infinite separation)
#      /        \         CM reference frame
#      |    ==============>
#      \        /
#       `.____.'        Y ^
#            star 1       | 
#                         |                    _.-""""-._
#                         |                  .'          `.
#                         |                 /              \
#                         |---------> X    |                |
#                                          | <======        |
#                                          |                |
#                                           \              /
#                                            `._        _.'
#                                               `-....-' star 2 (more massive)

# Beware: 
#         - simulations are sorted according to their id number, _not_ to any sensible physical quantity
#         - there may be many simulstions with the same initial conditions (corresponding to different 
#           resolutions, for instance), see file ini_cond.txt
#         - numbering of post-collision stars is arbitrary;
#           star identified as "2" at the end of the simulation may not be the more massive one;
#           the numbering (1,2) is not conserved during the collision

# ----------------------------------------------------------------------
# This file contains "raw results" for all collision simulations
# ----------------------------------------------------------------------

# The quantities in this file are the following:

# Coll_id  : Unique id number for the collision (same as in other files)
# Nstar    : Number of stars at the end of the simulation (0, 1 or 2)
# M_1, M_2 : Masses of the stars (at the end of the simulation)
# Mlost    : Mass of the gas unbound to any star with E>0
# Mdoubt   : Mass of the gas unbound to any star with E<0
# X_1, Y_1, Z_1    : Position of centre of star 1
# X_2, Y_2, Z_2    : Position of centre of star 2
# Vx_1, Vy_1, Vz_1 : Velocity of star 1
# Vx_2, Vy_2, Vz_2 : Velocity of star 2
# Lx_1, Ly_1, Lz_1 : Spin angular momentum of star 1 (relative to its CM)
# Lx_2, Ly_2, Lz_2 : Spin angular momentum of star 1 (relative to its CM)

Coll_id Nstar M_1         M_2         Mlost        Mdoubt      X_1          X_2          Y_1          Y_2          Z_1          Z_2          Vx_1         Vx_2         Vy_1         Vy_2         Vz_1         Vz_2         Lx_1         Lx_2         Ly_1         Ly_2         Lz_1         Lz_2        
     13     1 1.83417e+00 0.00000e+00  1.63592e-01 2.24117e-03 -7.97785e-03  0.00000e+00 -6.12279e-03  0.00000e+00  5.86337e-03  0.00000e+00 -4.12960e-04  0.00000e+00  2.61000e-06  0.00000e+00  3.14210e-04  0.00000e+00 -1.14467e-03  0.00000e+00  1.95740e-04  0.00000e+00 -2.31550e-03  0.00000e+00
     14     1 1.83920e+00 0.00000e+00  1.58359e-01 2.43691e-03 -7.29177e-03  0.00000e+00  4.55594e-03  0.00000e+00 -2.02253e-02  0.00000e+00 -8.46890e-04  0.00000e+00 -4.17490e-04  0.00000e+00 -2.13240e-03  0.00000e+00  1.00054e-03  0.00000e+00  1.88870e-03  0.00000e+00 -1.12425e-01  0.00000e+00
     15     1 1.83597e+00 0.00000e+00  1.62179e-01 1.84588e-03 -1.56263e-02  0.00000e+00 -1.79281e-03  0.00000e+00  3.63113e-02  0.00000e+00 -4.29430e-04  0.00000e+00 -4.92740e-04  0.00000e+00  2.10141e-03  0.00000e+00 -5.03684e-03  0.00000e+00 -8.16160e-03  0.00000e+00 -2.15393e-01  0.00000e+00
     16     1 1.83480e+00 0.00000e+00  1.64710e-01 4.78160e-04 -1.73290e-02  0.00000e+00  2.84490e-02  0.00000e+00 -2.25550e-02  0.00000e+00 -2.21280e-03  0.00000e+00  1.85870e-03  0.00000e+00 -1.13820e-03  0.00000e+00 -1.85690e-02  0.00000e+00 -1.93030e-02  0.00000e+00 -3.16200e-01  0.00000e+00
     17     1 1.82671e+00 0.00000e+00  1.69688e-01 3.60520e-03 -5.92828e-03  0.00000e+00  1.37455e-02  0.00000e+00  3.80154e-02  0.00000e+00  1.51250e-04  0.00000e+00  1.11503e-03  0.00000e+00  2.00285e-03  0.00000e+00 -4.03264e-03  0.00000e+00  1.25561e-03  0.00000e+00 -4.20569e-01  0.00000e+00
     18     1 1.82854e+00 0.00000e+00  1.69400e-01 2.05972e-03  8.16757e-03  0.00000e+00 -2.28079e-02  0.00000e+00 -4.89347e-03  0.00000e+00 -2.83800e-05  0.00000e+00 -1.28913e-03  0.00000e+00  6.99390e-04  0.00000e+00  8.33410e-04  0.00000e+00 -1.23009e-02  0.00000e+00 -6.31249e-01  0.00000e+00
     19     1 1.82316e+00 0.00000e+00  1.74837e-01 2.00716e-03  4.38507e-03  0.00000e+00  1.46160e-02  0.00000e+00  8.26826e-03  0.00000e+00 -9.50000e-05  0.00000e+00  3.00800e-04  0.00000e+00  1.09852e-03  0.00000e+00 -1.16393e-02  0.00000e+00 -6.58331e-03  0.00000e+00 -8.05559e-01  0.00000e+00
     20     1 1.81734e+00 0.00000e+00  1.77973e-01 4.69083e-03 -1.90415e-03  0.00000e+00 -2.37924e-02  0.00000e+00  4.58332e-02  0.00000e+00  2.40330e-04  0.00000e+00 -1.58884e-03  0.00000e+00  2.06256e-03  0.00000e+00  5.71384e-03  0.00000e+00 -1.20030e-02  0.00000e+00 -9.94694e-01  0.00000e+00
     21     1 1.80880e+00 0.00000e+00  1.87964e-01 3.23713e-03 -6.72002e-03  0.00000e+00  2.10912e-03  0.00000e+00  6.95942e-03  0.00000e+00 -1.78560e-04  0.00000e+00  1.92890e-04  0.00000e+00  6.64490e-04  0.00000e+00  5.43811e-03  0.00000e+00 -7.93977e-03  0.00000e+00 -1.16270e+00  0.00000e+00
     22     1 1.79214e+00 0.00000e+00  2.00652e-01 7.20781e-03  2.57450e-02  0.00000e+00 -1.47612e-02  0.00000e+00  1.00204e-02  0.00000e+00  6.25600e-05  0.00000e+00 -1.44903e-03  0.00000e+00  5.66870e-04  0.00000e+00  3.50652e-02  0.00000e+00 -2.27743e-02  0.00000e+00 -1.50010e+00  0.00000e+00
     23     1 1.73433e+00 0.00000e+00  2.51140e-01 1.45343e-02  3.04468e-02  0.00000e+00  5.72680e-04  0.00000e+00  1.86929e-02  0.00000e+00  1.33419e-03  0.00000e+00 -6.58900e-05  0.00000e+00  9.88440e-04  0.00000e+00  6.36307e-03  0.00000e+00  1.89137e-02  0.00000e+00 -1.53314e+00  0.00000e+00
     24     2 8.55899e-01 8.69153e-01  2.72383e-01 2.56565e-03  6.07872e+00 -5.87724e+00 -5.00892e+00  4.93202e+00  3.44487e-02 -1.60345e-02  2.47007e-01 -2.36995e-01 -2.34830e-01  2.30903e-01  1.27481e-03 -5.88000e-05 -2.19775e-02 -1.70505e-02 -1.77804e-02  1.09655e-02 -6.06367e-01 -6.04586e-01
     25     2 8.35170e-01 8.38240e-01  3.13780e-01 1.28030e-02 -7.97000e+01  7.97890e+01  3.72340e+01 -3.73350e+01  2.41010e-01  1.72930e-01 -7.58300e-01  7.59440e-01  3.57490e-01 -3.58250e-01  7.38980e-03  3.54430e-03  3.38670e-02  8.77590e-04  2.87730e-03  3.32810e-03 -4.16810e-01 -4.54680e-01
     26     1 1.83406e+00 0.00000e+00  1.64772e-01 1.16308e-03  6.91500e-05  0.00000e+00 -6.26420e-04  0.00000e+00  2.22410e-04  0.00000e+00  2.84540e-04  0.00000e+00 -1.81270e-04  0.00000e+00 -2.41100e-05  0.00000e+00 -7.53829e-03  0.00000e+00  1.11552e-03  0.00000e+00 -1.20402e-01  0.00000e+00
     27     1 6.97090e-01 0.00000e+00  1.28950e+00 1.34140e-02  1.53510e+00  0.00000e+00 -4.83860e-01  0.00000e+00  1.16850e+00  0.00000e+00  1.47720e-02  0.00000e+00 -4.64250e-03  0.00000e+00  1.18300e-02  0.00000e+00 -1.55890e-03  0.00000e+00 -1.22270e-03  0.00000e+00 -4.30860e-03  0.00000e+00
     28     0 0.00000e+00 0.00000e+00  2.00000e+00 0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
     29     1 1.47329e+00 0.00000e+00  5.13213e-01 1.34970e-02 -1.20580e-02  0.00000e+00 -8.76020e-04  0.00000e+00  7.97310e-04  0.00000e+00 -8.29200e-04  0.00000e+00 -4.86400e-05  0.00000e+00  3.85370e-04  0.00000e+00 -1.02753e-03  0.00000e+00  2.58064e-03  0.00000e+00  3.51700e-04  0.00000e+00
     30     1 1.62660e+00 0.00000e+00  3.70690e-01 2.75880e-03  1.13280e-01  0.00000e+00  1.41380e-01  0.00000e+00 -3.01070e-02  0.00000e+00  1.84120e-03  0.00000e+00  1.89330e-03  0.00000e+00 -9.56600e-04  0.00000e+00 -2.00450e-02  0.00000e+00 -1.13230e-02  0.00000e+00 -1.54830e+00  0.00000e+00
     31     1 1.63770e+00 0.00000e+00  3.55888e-01 6.41123e-03 -1.06996e-02  0.00000e+00  5.34630e-02  0.00000e+00 -1.09776e-02  0.00000e+00  1.51500e-05  0.00000e+00  3.76189e-03  0.00000e+00 -1.29977e-03  0.00000e+00 -7.03800e-04  0.00000e+00  8.38440e-04  0.00000e+00 -3.34894e-01  0.00000e+00
     32     1 1.64968e+00 0.00000e+00  3.44985e-01 5.33939e-03 -5.38678e-02  0.00000e+00  4.07689e-02  0.00000e+00 -1.82465e-03  0.00000e+00 -2.65333e-03  0.00000e+00  1.53790e-03  0.00000e+00 -7.05970e-04  0.00000e+00 -9.21341e-03  0.00000e+00 -3.72535e-03  0.00000e+00 -6.71691e-01  0.00000e+00
     33     1 1.67431e+00 0.00000e+00  3.15047e-01 1.06446e-02  3.84283e-02  0.00000e+00  1.54435e-02  0.00000e+00 -5.00463e-02  0.00000e+00  2.43213e-03  0.00000e+00  3.33140e-04  0.00000e+00 -2.77386e-03  0.00000e+00  1.27250e-03  0.00000e+00 -2.22364e-02  0.00000e+00 -1.02658e+00  0.00000e+00
     34     1 1.69455e+00 0.00000e+00  2.89135e-01 1.63127e-02  1.86078e-02  0.00000e+00 -8.41664e-03  0.00000e+00  5.46663e-03  0.00000e+00  7.18670e-04  0.00000e+00 -8.79070e-04  0.00000e+00  2.51710e-04  0.00000e+00  1.09281e-02  0.00000e+00 -2.07901e-02  0.00000e+00 -1.26518e+00  0.00000e+00
     35     1 1.83486e+00 0.00000e+00  1.63082e-01 2.05430e-03 -9.95686e-03  0.00000e+00  7.34169e-03  0.00000e+00  1.46665e-02  0.00000e+00 -7.72540e-04  0.00000e+00  9.50360e-04  0.00000e+00 -1.57830e-04  0.00000e+00  5.08729e-03  0.00000e+00 -1.26194e-02  0.00000e+00 -2.34661e-01  0.00000e+00
     36     1 1.83492e+00 0.00000e+00  1.62074e-01 3.00700e-03 -1.82763e-02  0.00000e+00 -1.00151e-02  0.00000e+00  1.07995e-02  0.00000e+00 -1.87718e-03  0.00000e+00 -5.90670e-04  0.00000e+00  7.98460e-04  0.00000e+00 -1.05002e-02  0.00000e+00  4.31730e-03  0.00000e+00 -4.17481e-01  0.00000e+00
     37     1 1.83720e+00 0.00000e+00  1.61516e-01 1.28836e-03 -2.90130e-02  0.00000e+00 -1.56828e-02  0.00000e+00  2.78700e-04  0.00000e+00 -2.43689e-03  0.00000e+00 -2.36940e-04  0.00000e+00 -1.63320e-04  0.00000e+00 -2.55926e-03  0.00000e+00 -8.39702e-03  0.00000e+00 -6.28627e-01  0.00000e+00
     38     1 1.83863e+00 0.00000e+00  1.58580e-01 2.79493e-03 -8.76907e-03  0.00000e+00 -1.75387e-03  0.00000e+00  2.66740e-02  0.00000e+00 -8.87300e-04  0.00000e+00 -2.18270e-04  0.00000e+00  2.51928e-03  0.00000e+00 -6.45137e-03  0.00000e+00 -4.09749e-03  0.00000e+00 -8.49420e-01  0.00000e+00
     39     1 1.84870e+00 0.00000e+00  1.48404e-01 2.89733e-03 -1.82152e-02  0.00000e+00 -1.09107e-02  0.00000e+00 -1.90247e-02  0.00000e+00 -7.59670e-04  0.00000e+00 -7.96300e-04  0.00000e+00 -3.77300e-04  0.00000e+00 -2.89100e-03  0.00000e+00  6.39563e-03  0.00000e+00 -1.26019e+00  0.00000e+00
     40     1 1.86622e+00 0.00000e+00  1.32294e-01 1.48133e-03 -2.09824e-02  0.00000e+00 -4.86760e-04  0.00000e+00  2.34459e-02  0.00000e+00 -1.08335e-03  0.00000e+00  3.95290e-04  0.00000e+00  1.17900e-03  0.00000e+00  8.34231e-03  0.00000e+00 -2.65723e-02  0.00000e+00 -1.74018e+00  0.00000e+00
     41     1 1.87916e+00 0.00000e+00  1.18729e-01 2.10808e-03 -1.39960e-04  0.00000e+00 -8.28896e-03  0.00000e+00 -1.13201e-02  0.00000e+00  3.85230e-04  0.00000e+00 -6.40350e-04  0.00000e+00 -1.24920e-03  0.00000e+00 -2.08802e-02  0.00000e+00  2.73999e-02  0.00000e+00 -2.20681e+00  0.00000e+00
     42     1 1.85367e+00 0.00000e+00  1.41389e-01 4.93662e-03  9.81460e-04  0.00000e+00 -9.91534e-03  0.00000e+00 -9.94880e-04  0.00000e+00  1.43400e-04  0.00000e+00 -7.23630e-04  0.00000e+00 -4.65650e-04  0.00000e+00 -8.17365e-02  0.00000e+00 -2.92002e-02  0.00000e+00 -2.51186e+00  0.00000e+00
     43     2 9.57939e-01 9.63809e-01  7.52908e-02 2.96078e-03  3.91709e+00 -3.91078e+00 -7.39139e+00  7.35977e+00  9.53180e-04 -4.97617e-03  1.54995e-01 -1.55630e-01 -3.76155e-01  3.74769e-01  1.15846e-03 -1.41410e-04 -2.99788e-02 -3.71216e-03  2.56274e-02 -4.75384e-03 -1.07467e+00 -1.11372e+00
     44     2 9.69310e-01 9.69793e-01  5.02505e-02 1.06467e-02 -1.09750e+01  1.09671e+01  9.96929e+00 -9.97853e+00  1.32126e-03 -9.60692e-03 -5.81575e-01  5.81824e-01  5.69998e-01 -5.70301e-01  6.76070e-04 -1.02863e-03 -2.78353e-02 -2.71692e-02  8.64574e-03  2.88011e-03 -8.17998e-01 -7.55311e-01
     45     2 9.73392e-01 9.72793e-01  4.67634e-02 7.05172e-03  1.83235e+01 -1.83398e+01 -9.85413e+00  9.85036e+00 -2.00242e-02 -1.21699e-02  9.97216e-01 -9.98310e-01 -5.70322e-01  5.69751e-01 -8.79930e-04 -1.12333e-03  1.22000e-03 -2.83315e-02  1.62520e-02  1.48903e-02 -5.07744e-01 -5.19879e-01
     46     2 9.77268e-01 9.76672e-01  4.40775e-02 1.98340e-03 -2.45446e+01  2.45360e+01  8.81817e+00 -8.83851e+00 -1.08015e-03 -2.82281e-03 -1.33576e+00  1.33639e+00  5.10503e-01 -5.12541e-01  4.33590e-04 -2.02110e-04  3.43888e-03  9.46095e-03 -8.11604e-03 -4.83987e-03 -3.31755e-01 -3.44649e-01
     47     1 1.85164e+00 0.00000e+00  1.46751e-01 1.60965e-03  1.38272e-02  0.00000e+00  6.05801e-03  0.00000e+00  9.03435e-03  0.00000e+00  8.10510e-04  0.00000e+00  3.52360e-04  0.00000e+00  8.46930e-04  0.00000e+00 -8.01052e-03  0.00000e+00  3.47333e-03  0.00000e+00 -1.33278e+00  0.00000e+00
     48     2 8.96738e-01 8.94058e-01  2.03596e-01 5.60807e-03  5.92672e+00 -5.93608e+00 -5.81860e+00  5.86543e+00  3.63378e-02  8.12558e-03  2.51483e-01 -2.52048e-01 -2.85548e-01  2.87727e-01  2.46611e-03  2.18290e-04  8.95405e-03  2.14708e-02  1.36056e-02  2.00801e-02 -6.73957e-01 -6.32195e-01
     49     2 9.36960e-01 9.36900e-01  1.04080e-01 2.20620e-02  1.19310e+01 -1.19850e+01 -9.21150e+00  9.21650e+00  2.76610e-03 -2.56010e-03  6.28790e-01 -6.31330e-01 -5.19620e-01  5.19310e-01  3.59800e-04 -8.51120e-04 -3.93010e-03  2.56340e-02  1.40480e-02  3.53150e-03 -6.29540e-01 -6.24230e-01
     50     0 0.00000e+00 0.00000e+00  1.94840e+00 5.16500e-02  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
     51     0 0.00000e+00 0.00000e+00  1.99180e+00 8.17040e-03  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00
     52     1 1.83969e+00 0.00000e+00  1.58584e-01 1.72551e-03  1.90132e-03  0.00000e+00 -1.58883e-02  0.00000e+00 -2.87715e-02  0.00000e+00  3.68330e-04  0.00000e+00 -9.31760e-04  0.00000e+00 -2.41509e-03  0.00000e+00 -2.92756e-03  0.00000e+00 -5.77361e-03  0.00000e+00 -4.49265e-01  0.00000e+00
     53     1 1.84156e+00 0.00000e+00  1.52944e-01 5.49715e-03 -4.62254e-03  0.00000e+00  1.39183e-02  0.00000e+00 -2.37650e-03  0.00000e+00  9.29700e-05  0.00000e+00  7.19600e-04  0.00000e+00  4.37740e-04  0.00000e+00 -1.61137e-02  0.00000e+00 -4.22616e-03  0.00000e+00 -8.13824e-01  0.00000e+00
     54     1 1.85950e+00 0.00000e+00  1.39450e-01 1.01850e-03 -2.41560e-02  0.00000e+00 -1.49220e-04  0.00000e+00 -1.49890e-02  0.00000e+00 -1.48600e-03  0.00000e+00 -1.78330e-05  0.00000e+00 -5.57850e-04  0.00000e+00 -7.62560e-03  0.00000e+00 -7.45810e-03  0.00000e+00 -1.32550e+00  0.00000e+00
     55     1 1.88400e+00 0.00000e+00  1.13535e-01 2.46851e-03  4.90985e-03  0.00000e+00 -4.26289e-03  0.00000e+00  5.19426e-03  0.00000e+00  3.90700e-04  0.00000e+00 -4.21270e-04  0.00000e+00  6.82660e-04  0.00000e+00 -6.37345e-03  0.00000e+00 -5.05839e-03  0.00000e+00 -1.81693e+00  0.00000e+00
     56     1 1.92150e+00 0.00000e+00  7.63231e-02 2.17821e-03  1.34376e-02  0.00000e+00 -3.04286e-03  0.00000e+00  6.34821e-03  0.00000e+00  8.52430e-04  0.00000e+00  6.57200e-05  0.00000e+00  6.69080e-04  0.00000e+00 -3.16315e-02  0.00000e+00 -1.43914e-02  0.00000e+00 -3.07214e+00  0.00000e+00
     57     1 1.92210e+00 0.00000e+00  7.73440e-02 5.85510e-04  5.24970e-03  0.00000e+00  3.96100e-03  0.00000e+00  4.21330e-03  0.00000e+00  7.44560e-04  0.00000e+00  3.62920e-04  0.00000e+00  3.77230e-04  0.00000e+00 -4.36210e-02  0.00000e+00 -3.06180e-03  0.00000e+00 -3.09850e+00  0.00000e+00
     58     2 9.94764e-01 9.95811e-01  8.55604e-03 8.69120e-04 -1.17465e+00  1.16981e+00  7.77163e+00 -7.76603e+00 -6.18861e-03  9.43670e-04 -3.00593e-03  3.00645e-03  4.20757e-01 -4.20524e-01 -7.27540e-04  7.57690e-04  1.92995e-03 -1.28064e-03  3.47217e-02 -4.51253e-02 -1.04009e+00 -1.06953e+00
     59     2 9.97261e-01 9.97560e-01  3.53769e-03 1.64118e-03  4.70491e+00 -4.71465e+00 -9.17582e+00  9.16091e+00 -1.67954e-02 -3.43513e-03  2.16660e-01 -2.17467e-01 -5.48120e-01  5.46674e-01 -2.03753e-03 -1.27522e-03  8.95719e-03  1.24170e-02  6.85497e-03 -6.78794e-03 -5.25253e-01 -5.37198e-01
     60     2 9.98826e-01 9.98627e-01  1.89771e-03 6.49620e-04 -1.10552e+01  1.10188e+01  8.70492e+00 -8.70791e+00  2.55990e-03  7.96508e-03 -6.00297e-01  5.96560e-01  5.44000e-01 -5.44572e-01 -1.41000e-06  1.37309e-03  6.09069e-03 -4.04504e-03  4.77205e-03 -2.06496e-03 -2.36950e-01 -2.52167e-01
     61     2 9.98826e-01 9.98627e-01  1.89771e-03 6.49620e-04 -1.10552e+01  1.10188e+01  8.70492e+00 -8.70791e+00  2.55990e-03  7.96508e-03 -6.00297e-01  5.96560e-01  5.44000e-01 -5.44572e-01 -1.41000e-06  1.37309e-03  6.09069e-03 -4.04504e-03  4.77205e-03 -2.06496e-03 -2.36950e-01 -2.52167e-01
     62     2 9.94764e-01 9.95811e-01  8.55604e-03 8.69120e-04 -1.17465e+00  1.16981e+00  7.77163e+00 -7.76603e+00 -6.18861e-03  9.43670e-04 -3.00593e-03  3.00645e-03  4.20757e-01 -4.20524e-01 -7.27540e-04  7.57690e-04  1.92995e-03 -1.28064e-03  3.47217e-02 -4.51253e-02 -1.04009e+00 -1.06953e+00
